"Lobbyist","Lobbyist Type","Client","Report Type","Filing Date"
"Holloway Land Company","Contract","Pacific Housing Threshold Construction","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","Pannattoni Development Company","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","P.S.A.C., Inc","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","Saca Commercial","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","Sacramento Sports Center","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","Sisler & Sisler","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","Taylor & Wiley","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","Teranomic-Ohana","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","The Hodgson Co.","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","Universal Service Recycling, Inc.","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","Vietnamese Cultural Center","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","Warwick Properties","3rd Quarter 2016","10/14/16"
"Holloway Land Company","Contract","Zanker Road Resource Management","3rd Quarter 2016","10/14/16"
"King Street Capital Management, L.P.","Business/ Organization","NA","3rd Quarter 2016","10/14/16"
"Law Offices of Gregory D. Thatch","Contract","Alleghany Properties, Inc.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Armstrong Development Properties, Inc.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Assent, LLC","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Brookfield Natomas, LLC","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","California New Car Dealers Association","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","California Vehicle Foundation, Inc.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Robert C. Cook, Jr.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Crescendo Properties, Inc.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","DeFazio Real Estate Co.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Downtown Ford","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Granite Bay Development","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Howe & University, LLC","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","K. Hovnanian Forecast Homes Northern, Inc.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Kern Schumacher (Natomas Creek,LLC; Natomas Meadows LLC; Commerce Station, LLC; East Commerce Parkway, LLC; Natomas Towne Center, LLC","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Lewis Operating Corporation","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Lynda Taylor","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","M&H Realty Partners, VI LP","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Pacific Coast Investments, Inc.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Panattoni Development Company","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Paratransit, Inc.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Park El Camino Natomas, LLC","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Regent Development Inc.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Ridge Capital Inc.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Sarenne Capital Inc.","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Steve Gidaro 5G Consulting, LLC/John Valensin","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Tower Development Corporation Daniel Benvenuti Jr., President","3rd Quarter 2016","10/10/16"
"Law Offices of Gregory D. Thatch","Contract","Westwood Development Nevada","3rd Quarter 2016","10/10/16"
"MVM Strategy Group/Rand Martin and Kathleen Van Osten","Contract","Consortium Management Group","3rd Quarter 2016","10/14/16"
"Pacific Advocacy Group","Contract","American Petroleum and Convienence Store Association","3rd Quarter 2016","10/18/16"
"Pacific Advocacy Group","Contract","Plumbing-Heating-Cooling Contractors Association of California (CAPHCC)","3rd Quarter 2016","10/18/16"
"Pacific Advocacy Group","Contract","Western Electrican Contractors Association (WECA)","3rd Quarter 2016","10/18/16"
"Pacific Advocacy Group","Contract","Air Conditioning Trade Association(ACTS)","3rd Quarter 2016","10/18/16"
"Pacific Advocacy Group","Contract","American Fire Sprinkler Association - Sacramento Valley Chapter","3rd Quarter 2016","10/18/16"
"Pacific Investment Management Company LLC","Business/ Organization","NA","3rd Quarter 2016","10/12/16"
"Rasmusson Public Affairs Inc.","Contract","Saca Development","3rd Quarter 2016","10/20/16"
"Rasmusson Public Affairs Inc.","Contract","OutFront Media","3rd Quarter 2016","10/20/16"
"Rasmusson Public Affairs Inc.","Contract","Sacramento Association of Realtors","3rd Quarter 2016","10/20/16"
"Rasmusson Public Affairs Inc.","Contract","Louis Nastro","3rd Quarter 2016","10/20/16"
"Rasmusson Public Affairs Inc.","Contract","Tooley Oil Company","3rd Quarter 2016","10/20/16"
"Revell Communications","Contract","American Promotional Events, Inc. dba TNT Fireworks","3rd Quarter 2016","10/07/16"
"Summit Partners, L.P and its affiliate Summit Partners Credit Advisors, L.P","Business/ Organization","NA","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Pappas Investments","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Rock-Tenn Company","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Elixir Industries","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Opus West Corporation","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Meer Capital Partners","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","John Manikas","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","AKT Development","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Stonebridge/Teichert","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Johnny Javanifard","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Gurjeet Handal","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","St. Anton","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","California Railroad Museum Foundation","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Kevin Terry/500 Richards","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Venatus","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Ryan Heater","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","Eddie Amuneke","3rd Quarter 2016","10/14/16"
"Taylor & Wiley","Contract","SGI-USA","3rd Quarter 2016","10/14/16"
"Thomas Law Group","Contract","Alleghany Properties, LLC","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","455 Capitol Mall","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Capitol Station 65","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Ranch Capital","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Integral Communities","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Sacramento Basketball Holdings, LLC","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Kennedy Wilson","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Steven Trolio, Trolio Homes","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Jackson Properties John Jackson","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Fulcrum Properties","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Suncloak, LLC","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Vanir Energy, LLC","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","Harvest Law","3rd Quarter 2016","10/13/16"
"Thomas Law Group","Contract","AKT Development","3rd Quarter 2016","10/13/16"
"APCO Worldwide","Contract","Sacramento Hotel Association","4th Quarter 2017","01/10/17"
"California Common Cause","Business/ Organization","NA","4th Quarter 2017-Termination","01/06/17"
"California Capitol Solutions, LLC","Contract","Alpine Alternative","4th Quarter 2017","01/20/17"
"California Capitol Solutions, LLC","Contract","Community Health Solutions","4th Quarter 2017","01/20/17"
"California Capitol Solutions, LLC","Contract","Hayes Insurance Agency","4th Quarter 2017","01/20/17"
"California Capitol Solutions, LLC","Contract","Paragary Restaurant Group","4th Quarter 2017","01/20/17"
"California Capitol Solutions, LLC","Contract","Boyd Plumbing, Inc.","4th Quarter 2017","01/20/17"
"Governmental Advocates, Inc.","Contract","Eaze","4th Quarter 2017","01/13/17"
"Hansen and Associates","Contract","Easter Seals Superior California","4th Quarter 2017","01/18/17"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","Republic Services","4th Quarter 2017","01/13/17"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","CA Ventures","4th Quarter 2017","01/13/17"
"Hawkins Strategic Advocacy","Contract","All About Wellness","4th Quarter 2017","01/13/17"
"Hefner, Stark & Marois, LLP","Contract","The Evergreen Company","4th Quarter 2017","01/10/17"
"Hefner, Stark & Marois, LLP","Contract","Downtown, Railyard Venture, LLC","4th Quarter 2017","01/10/17"
"Hefner, Stark & Marois, LLP","Contract","Encore Mckinley Village, LLC","4th Quarter 2017","01/10/17"
"Hefner, Stark & Marois, LLP","Contract","Creekside Natomas Partner Officepark, LLC","4th Quarter 2017","01/10/17"
"Hefner, Stark & Marois, LLP","Contract","TA Realty","4th Quarter 2017","01/10/17"
"Hermocillo-Azevedo Strategic Communications LLC","Contract","Sacramento Hotel Association","4th Quarter 2017","01/16/17"
"Holloway Land Company","Contract","7-Eleven, Inc.","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","ABC Consulting","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","AMCAL Equities","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Bennet Engineering","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Brothers Development","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Compass Commercial","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Cross Development","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","DT Real Estate","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Dos Rios Investors, LLC","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Evergreen Development/Dollar General Store","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Foothill Partners","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Jensen Precast","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","MO Capital/Raley's","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","North Star Holistic Collective","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Oakmont Senior Living","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Pacific Housing/Threshold Construction","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Pannattoni Development Company","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","P.S.A.C., Inc","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Saca Commercial","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Sacramento Sports Center","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Sisler & Sisler","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Taylor & Wiley","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Teranomic-Ohana","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","The Hodgson Co.","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Universal Service Recycling, Inc.","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Vietnamese Cultural Center","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Warwick Properties","4th Quarter 2017","01/10/17"
"Holloway Land Company","Contract","Zanker Road Resource Management","4th Quarter 2017","01/10/17"
"King Street Capital Management, L.P.","Business/ Organization","NA","4th Quarter 2017","01/13/17"
"Law Offices of Gregory D. Thatch","Contract","Alleghany Properties LLC","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Armstrong Development Properties, Inc.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Assent, LLC","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Brookfield Natomas, LLC","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","California New Car Dealers Association","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","California Vehicle Foundation, Inc.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Robert C. Cook, Jr.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","CP College Greens, LLC","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Crescendo Properties, Inc.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","DeFazio Real Estate Co.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Downtown Ford","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Granite Bay Development","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Hart Enterprises, LP","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Howe & University, LLC","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","K. Hovnanian Forecast Homes Northern, Inc.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Kern Schumacher (Natomas Creek,LLC; Natomas Meadows LLC; Commerce Station, LLC; East Commerce Parkway, LLC; Natomas Towne Center, LLC","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Lewis Operating Corporation","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Lynda Taylor","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","M&H Realty Partners, VI LP","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Pacific Coast Investments, Inc.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Pannattoni Development Company","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Paratransit, Inc.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Park El Camino Natomas, LLC","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Regent Development Inc.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Ridge Capital Inc.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Sarenne Capital Inc.","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Steve Gidaro 5G Consulting, LLC/John Valensin","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Tower Development Corporation Daniel Benvenuti Jr., President","4th Quarter 2017","01/11/17"
"Law Offices of Gregory D. Thatch","Contract","Westwood Development Nevada","4th Quarter 2017","01/11/17"
"MVM Strategy Group/Rand Martin and Kathleen Van Osten","Contract","Consortium Management Group","4th Quarter 2017","01/13/17"
"Pacific Advocacy Group","Contract","American Petroleum and Convienence Store Association","4th Quarter 2017","01/10/17"
"Pacific Advocacy Group","Contract","Plumbing-Heating-Cooling Contractors Association of California (CAPHCC)","4th Quarter 2017","01/10/17"
"Pacific Advocacy Group","Contract","Western Electrican Contractors Association (WECA)","4th Quarter 2017","01/10/17"
"Pacific Advocacy Group","Contract","Air Conditioning Trade Association(ACTS)","4th Quarter 2017","01/10/17"
"Pacific Advocacy Group","Contract","American Fire Sprinkler Association (ACTA)","4th Quarter 2017","01/10/17"
"Pacific Investment Management Company LLC","Business/ Organization","NA","4th Quarter 2017","01/12/17"
"Revell Communications","Contract","Americans Promotional Events, Inc. dba TNT Fireworks","4th Quarter 2017","01/13/17"
"Summit Partners, L.P and its affiliate Summit Partners Credit Advisors, L.P","Business/ Organization","NA","4th Quarter 2017","01/11/17"
